converter_type,converter_probability,converter_probability_source,equipment_bucket,item_group_ids,item_group_names,grade_code,grade_name,section_group,open_slot,candidate_index,option_id,option_name,value_raw,value_0_low16,value_1_high16,normal_probability,improved_probability,option_tier,probability_sum_valid,source_file_name,source_block_index,source_file_offset,mapping_basis,mapping_confidence
일반 변환기,5,float_a,헬멧,0,헬멧,7,유니크,0,1,16,69,행운상승,81,81,0,5,5,2,true,item_option_open.dat,52,0x26538,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,1,float_a,헬멧,0,헬멧,7,유니크,0,1,17,327,모든능력치증가,40,40,0,1,1,2,true,item_option_open.dat,52,0x26550,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,6,float_a,헬멧,0,헬멧,7,유니크,0,1,18,736,현아이템착용레벨감소,86,86,0,6,6,2,true,item_option_open.dat,52,0x26568,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,9.3,float_a,헬멧,0,헬멧,7,유니크,0,2,1,796,레벨비례힘상승,65541,5,1,9.3,9.3,1,true,item_option_open.dat,52,0x266b8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,9.3,float_a,헬멧,0,헬멧,7,유니크,0,2,2,797,레벨비례민첩성상승,65541,5,1,9.3,9.3,1,true,item_option_open.dat,52,0x266d0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,9.3,float_a,헬멧,0,헬멧,7,유니크,0,2,3,800,레벨비례지식상승,65541,5,1,9.3,9.3,1,true,item_option_open.dat,52,0x266e8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,9.2,float_a,헬멧,0,헬멧,7,유니크,0,2,4,798,레벨비례건강상승,65541,5,1,9.2,9.2,1,true,item_option_open.dat,52,0x26700,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,9.3,float_a,헬멧,0,헬멧,7,유니크,0,2,5,799,레벨비례지혜상승,65541,5,1,9.3,9.3,1,true,item_option_open.dat,52,0x26718,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,9.3,float_a,헬멧,0,헬멧,7,유니크,0,2,6,801,레벨비례카리스마상승,65541,5,1,9.3,9.3,1,true,item_option_open.dat,52,0x26730,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,9.3,float_a,헬멧,0,헬멧,7,유니크,0,2,7,802,레벨비례운상승,65541,5,1,9.3,9.3,1,true,item_option_open.dat,52,0x26748,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,헬멧,0,헬멧,7,유니크,0,2,8,796,레벨비례힘상승,65540,4,1,5,5,2,true,item_option_open.dat,52,0x26760,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,헬멧,0,헬멧,7,유니크,0,2,9,797,레벨비례민첩성상승,65540,4,1,5,5,2,true,item_option_open.dat,52,0x26778,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,헬멧,0,헬멧,7,유니크,0,2,10,800,레벨비례지식상승,65540,4,1,5,5,2,true,item_option_open.dat,52,0x26790,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,헬멧,0,헬멧,7,유니크,0,2,11,798,레벨비례건강상승,65540,4,1,5,5,2,true,item_option_open.dat,52,0x267a8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,헬멧,0,헬멧,7,유니크,0,2,12,799,레벨비례지혜상승,65540,4,1,5,5,2,true,item_option_open.dat,52,0x267c0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,헬멧,0,헬멧,7,유니크,0,2,13,801,레벨비례카리스마상승,65540,4,1,5,5,2,true,item_option_open.dat,52,0x267d8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,헬멧,0,헬멧,7,유니크,0,2,14,802,레벨비례운상승,65540,4,1,5,5,2,true,item_option_open.dat,52,0x267f0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,17,float_a,헬멧,0,헬멧,7,유니크,0,3,1,55,vs동물형_물리대미지증가P,40,40,0,17,17,1,true,item_option_open.dat,52,0x269a0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,12,float_a,헬멧,0,헬멧,7,유니크,0,3,2,55,vs동물형_물리대미지증가P,48,48,0,12,12,2,true,item_option_open.dat,52,0x269b8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,7,float_a,헬멧,0,헬멧,7,유니크,0,3,3,55,vs동물형_물리대미지증가P,57,57,0,7,7,3,true,item_option_open.dat,52,0x269d0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,17,float_a,헬멧,0,헬멧,7,유니크,0,3,4,719,"(소환수,펫)상태이상저항증가",5,5,0,17,17,1,true,item_option_open.dat,52,0x269e8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,12,float_a,헬멧,0,헬멧,7,유니크,0,3,5,719,"(소환수,펫)상태이상저항증가",6,6,0,12,12,2,true,item_option_open.dat,52,0x26a00,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,7,float_a,헬멧,0,헬멧,7,유니크,0,3,6,719,"(소환수,펫)상태이상저항증가",7,7,0,7,7,3,true,item_option_open.dat,52,0x26a18,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,8,float_a,헬멧,0,헬멧,7,유니크,0,3,7,352,최대체력증가P,16,16,0,8,8,1,true,item_option_open.dat,52,0x26a30,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4,float_a,헬멧,0,헬멧,7,유니크,0,3,8,352,최대체력증가P,20,20,0,4,4,2,true,item_option_open.dat,52,0x26a48,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,헬멧,0,헬멧,7,유니크,0,3,9,352,최대체력증가P,24,24,0,2,2,3,true,item_option_open.dat,52,0x26a60,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,8,float_a,헬멧,0,헬멧,7,유니크,0,3,10,463,치명타대미지증가,8,8,0,8,8,1,true,item_option_open.dat,52,0x26a78,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4,float_a,헬멧,0,헬멧,7,유니크,0,3,11,463,치명타대미지증가,10,10,0,4,4,2,true,item_option_open.dat,52,0x26a90,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,헬멧,0,헬멧,7,유니크,0,3,12,463,치명타대미지증가,12,12,0,2,2,3,true,item_option_open.dat,52,0x26aa8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,20,float_a,헬멧,0,헬멧,7,유니크,0,4,1,88,치명타저항,22,22,0,20,20,1,true,item_option_open.dat,52,0x26c88,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,15,float_a,헬멧,0,헬멧,7,유니크,0,4,2,88,치명타저항,26,26,0,15,14,2,true,item_option_open.dat,52,0x26ca0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,헬멧,0,헬멧,7,유니크,0,4,3,88,치명타저항,31,31,0,5,5,3,true,item_option_open.dat,52,0x26cb8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,20,float_a,헬멧,0,헬멧,7,유니크,0,4,4,351,방어력증가P,36,36,0,20,20,1,true,item_option_open.dat,52,0x26cd0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,15,float_a,헬멧,0,헬멧,7,유니크,0,4,5,351,방어력증가P,43,43,0,15,14,2,true,item_option_open.dat,52,0x26ce8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,헬멧,0,헬멧,7,유니크,0,4,6,351,방어력증가P,51,51,0,5,5,3,true,item_option_open.dat,52,0x26d00,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,3,float_a,헬멧,0,헬멧,7,유니크,0,4,7,803,적에게입힌대미지의일부체력으로흡수,3,3,0,3,4.5,1,true,item_option_open.dat,52,0x26d18,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,헬멧,0,헬멧,7,유니크,0,4,8,803,적에게입힌대미지의일부체력으로흡수,4,4,0,2,3,2,true,item_option_open.dat,52,0x26d30,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,1,float_a,헬멧,0,헬멧,7,유니크,0,4,9,803,적에게입힌대미지의일부체력으로흡수,5,5,0,1,1.5,3,true,item_option_open.dat,52,0x26d48,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,14,float_a,헬멧,0,헬멧,7,유니크,0,4,10,466,더블크리티컬대미지감소,15,15,0,14,13,1,true,item_option_open.dat,52,0x26d60,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,7,float_a,헬멧,0,헬멧,8,DX 유니크,0,1,1,63,힘상승,189,189,0,7,7,1,true,item_option_open.dat,53,0x26f80,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,7,float_a,헬멧,0,헬멧,8,DX 유니크,0,1,2,67,민첩성상승,189,189,0,7,7,1,true,item_option_open.dat,53,0x26f98,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,7,float_a,헬멧,0,헬멧,8,DX 유니크,0,1,3,66,건강상승,189,189,0,7,7,1,true,item_option_open.dat,53,0x26fb0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,7,float_a,헬멧,0,헬멧,8,DX 유니크,0,1,4,64,지혜상승,189,189,0,7,7,1,true,item_option_open.dat,53,0x26fc8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,7,float_a,헬멧,0,헬멧,8,DX 유니크,0,1,5,65,지식상승,189,189,0,7,7,1,true,item_option_open.dat,53,0x26fe0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,7,float_a,헬멧,0,헬멧,8,DX 유니크,0,1,6,68,카리스마상승,189,189,0,7,7,1,true,item_option_open.dat,53,0x26ff8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,7,float_a,헬멧,0,헬멧,8,DX 유니크,0,1,7,69,행운상승,189,189,0,7,7,1,true,item_option_open.dat,53,0x27010,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,헬멧,0,헬멧,8,DX 유니크,0,1,8,327,모든능력치증가,94,94,0,2,2,1,true,item_option_open.dat,53,0x27028,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,7,float_a,헬멧,0,헬멧,8,DX 유니크,0,1,9,736,현아이템착용레벨감소,216,216,0,7,7,1,true,item_option_open.dat,53,0x27040,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,헬멧,0,헬멧,8,DX 유니크,0,1,10,63,힘상승,226,226,0,5,5,2,true,item_option_open.dat,53,0x27058,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,헬멧,0,헬멧,8,DX 유니크,0,1,11,67,민첩성상승,226,226,0,5,5,2,true,item_option_open.dat,53,0x27070,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,헬멧,0,헬멧,8,DX 유니크,0,1,12,66,건강상승,226,226,0,5,5,2,true,item_option_open.dat,53,0x27088,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,헬멧,0,헬멧,8,DX 유니크,0,1,13,64,지혜상승,226,226,0,5,5,2,true,item_option_open.dat,53,0x270a0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,헬멧,0,헬멧,8,DX 유니크,0,1,14,65,지식상승,226,226,0,5,5,2,true,item_option_open.dat,53,0x270b8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,헬멧,0,헬멧,8,DX 유니크,0,1,15,68,카리스마상승,226,226,0,5,5,2,true,item_option_open.dat,53,0x270d0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,헬멧,0,헬멧,8,DX 유니크,0,1,16,69,행운상승,226,226,0,5,5,2,true,item_option_open.dat,53,0x270e8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,1,float_a,헬멧,0,헬멧,8,DX 유니크,0,1,17,327,모든능력치증가,113,113,0,1,1,2,true,item_option_open.dat,53,0x27100,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,6,float_a,헬멧,0,헬멧,8,DX 유니크,0,1,18,736,현아이템착용레벨감소,259,259,0,6,6,2,true,item_option_open.dat,53,0x27118,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,7,float_a,헬멧,0,헬멧,8,DX 유니크,0,2,1,796,레벨비례힘상승,65540,4,1,7,7,1,true,item_option_open.dat,53,0x27268,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,7,float_a,헬멧,0,헬멧,8,DX 유니크,0,2,2,797,레벨비례민첩성상승,65540,4,1,7,7,1,true,item_option_open.dat,53,0x27280,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,7,float_a,헬멧,0,헬멧,8,DX 유니크,0,2,3,800,레벨비례지식상승,65540,4,1,7,7,1,true,item_option_open.dat,53,0x27298,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,7,float_a,헬멧,0,헬멧,8,DX 유니크,0,2,4,798,레벨비례건강상승,65540,4,1,7,7,1,true,item_option_open.dat,53,0x272b0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,7,float_a,헬멧,0,헬멧,8,DX 유니크,0,2,5,799,레벨비례지혜상승,65540,4,1,7,7,1,true,item_option_open.dat,53,0x272c8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,7,float_a,헬멧,0,헬멧,8,DX 유니크,0,2,6,801,레벨비례카리스마상승,65540,4,1,7,7,1,true,item_option_open.dat,53,0x272e0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,7,float_a,헬멧,0,헬멧,8,DX 유니크,0,2,7,802,레벨비례운상승,65540,4,1,7,7,1,true,item_option_open.dat,53,0x272f8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4,float_a,헬멧,0,헬멧,8,DX 유니크,0,2,8,796,레벨비례힘상승,65539,3,1,4,4,2,true,item_option_open.dat,53,0x27310,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4,float_a,헬멧,0,헬멧,8,DX 유니크,0,2,9,797,레벨비례민첩성상승,65539,3,1,4,4,2,true,item_option_open.dat,53,0x27328,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4,float_a,헬멧,0,헬멧,8,DX 유니크,0,2,10,800,레벨비례지식상승,65539,3,1,4,4,2,true,item_option_open.dat,53,0x27340,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4,float_a,헬멧,0,헬멧,8,DX 유니크,0,2,11,798,레벨비례건강상승,65539,3,1,4,4,2,true,item_option_open.dat,53,0x27358,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4,float_a,헬멧,0,헬멧,8,DX 유니크,0,2,12,799,레벨비례지혜상승,65539,3,1,4,4,2,true,item_option_open.dat,53,0x27370,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4,float_a,헬멧,0,헬멧,8,DX 유니크,0,2,13,801,레벨비례카리스마상승,65539,3,1,4,4,2,true,item_option_open.dat,53,0x27388,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,4,float_a,헬멧,0,헬멧,8,DX 유니크,0,2,14,802,레벨비례운상승,65539,3,1,4,4,2,true,item_option_open.dat,53,0x273a0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,15,float_a,헬멧,0,헬멧,8,DX 유니크,0,2,15,0,방어력증가,30,30,0,15,15,1,true,item_option_open.dat,53,0x273b8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,8,float_a,헬멧,0,헬멧,8,DX 유니크,0,2,16,0,방어력증가,36,36,0,8,8,2,true,item_option_open.dat,53,0x273d0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,9,float_a,헬멧,0,헬멧,8,DX 유니크,0,3,1,55,vs동물형_물리대미지증가P,60,60,0,9,9,1,true,item_option_open.dat,53,0x27550,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,헬멧,0,헬멧,8,DX 유니크,0,3,2,55,vs동물형_물리대미지증가P,72,72,0,5,5,2,true,item_option_open.dat,53,0x27568,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,헬멧,0,헬멧,8,DX 유니크,0,3,3,55,vs동물형_물리대미지증가P,86,86,0,2,2,3,true,item_option_open.dat,53,0x27580,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,9,float_a,헬멧,0,헬멧,8,DX 유니크,0,3,4,719,"(소환수,펫)상태이상저항증가",6,6,0,9,9,1,true,item_option_open.dat,53,0x27598,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,헬멧,0,헬멧,8,DX 유니크,0,3,5,719,"(소환수,펫)상태이상저항증가",7,7,0,5,5,2,true,item_option_open.dat,53,0x275b0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,헬멧,0,헬멧,8,DX 유니크,0,3,6,719,"(소환수,펫)상태이상저항증가",8,8,0,2,2,3,true,item_option_open.dat,53,0x275c8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,9,float_a,헬멧,0,헬멧,8,DX 유니크,0,3,7,352,최대체력증가P,34,34,0,9,9,1,true,item_option_open.dat,53,0x275e0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,헬멧,0,헬멧,8,DX 유니크,0,3,8,352,최대체력증가P,41,41,0,5,5,2,true,item_option_open.dat,53,0x275f8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,3,float_a,헬멧,0,헬멧,8,DX 유니크,0,3,9,352,최대체력증가P,50,50,0,3,3,3,true,item_option_open.dat,53,0x27610,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,9,float_a,헬멧,0,헬멧,8,DX 유니크,0,3,10,463,치명타대미지증가,10,10,0,9,9,1,true,item_option_open.dat,53,0x27628,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,헬멧,0,헬멧,8,DX 유니크,0,3,11,463,치명타대미지증가,12,12,0,5,5,2,true,item_option_open.dat,53,0x27640,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,3,float_a,헬멧,0,헬멧,8,DX 유니크,0,3,12,463,치명타대미지증가,14,14,0,3,3,3,true,item_option_open.dat,53,0x27658,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,9,float_a,헬멧,0,헬멧,8,DX 유니크,0,3,13,351,방어력증가P,20,20,0,9,9,1,true,item_option_open.dat,53,0x27670,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,헬멧,0,헬멧,8,DX 유니크,0,3,14,351,방어력증가P,30,30,0,5,5,2,true,item_option_open.dat,53,0x27688,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,3,float_a,헬멧,0,헬멧,8,DX 유니크,0,3,15,351,방어력증가P,40,40,0,3,3,3,true,item_option_open.dat,53,0x276a0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,9,float_a,헬멧,0,헬멧,8,DX 유니크,0,3,16,695,"(소환수,펫)최대체력증가P",20,20,0,9,9,1,true,item_option_open.dat,53,0x276b8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,헬멧,0,헬멧,8,DX 유니크,0,3,17,695,"(소환수,펫)최대체력증가P",30,30,0,5,5,2,true,item_option_open.dat,53,0x276d0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,3,float_a,헬멧,0,헬멧,8,DX 유니크,0,3,18,695,"(소환수,펫)최대체력증가P",40,40,0,3,3,3,true,item_option_open.dat,53,0x276e8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,10,float_a,헬멧,0,헬멧,8,DX 유니크,0,4,1,88,치명타저항,22,22,0,10,9.3,1,true,item_option_open.dat,53,0x27838,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,헬멧,0,헬멧,8,DX 유니크,0,4,2,88,치명타저항,26,26,0,5,4,2,true,item_option_open.dat,53,0x27850,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,헬멧,0,헬멧,8,DX 유니크,0,4,3,88,치명타저항,31,31,0,2,2,3,true,item_option_open.dat,53,0x27868,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,10,float_a,헬멧,0,헬멧,8,DX 유니크,0,4,4,351,방어력증가P,36,36,0,10,9.3,1,true,item_option_open.dat,53,0x27880,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,헬멧,0,헬멧,8,DX 유니크,0,4,5,351,방어력증가P,43,43,0,5,4,2,true,item_option_open.dat,53,0x27898,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,헬멧,0,헬멧,8,DX 유니크,0,4,6,351,방어력증가P,51,51,0,2,2,3,true,item_option_open.dat,53,0x278b0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,2,float_a,헬멧,0,헬멧,8,DX 유니크,0,4,7,803,적에게입힌대미지의일부체력으로흡수,3,3,0,2,3,1,true,item_option_open.dat,53,0x278c8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,1,float_a,헬멧,0,헬멧,8,DX 유니크,0,4,8,803,적에게입힌대미지의일부체력으로흡수,4,4,0,1,1.5,2,true,item_option_open.dat,53,0x278e0,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,0.5,float_a,헬멧,0,헬멧,8,DX 유니크,0,4,9,803,적에게입힌대미지의일부체력으로흡수,5,5,0,0.5,0.75,3,true,item_option_open.dat,53,0x278f8,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,7,float_a,헬멧,0,헬멧,8,DX 유니크,0,4,10,466,더블크리티컬대미지감소,30,30,0,7,7,1,true,item_option_open.dat,53,0x27910,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,9,float_a,헬멧,0,헬멧,8,DX 유니크,0,4,11,37,즉사,12,12,0,9,9.3,1,true,item_option_open.dat,53,0x27928,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,10,float_a,헬멧,0,헬멧,8,DX 유니크,0,4,12,923,소환수마법공격력증가P,15,15,0,10,9.3,1,true,item_option_open.dat,53,0x27940,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
일반 변환기,5,float_a,헬멧,0,헬멧,8,DX 유니크,0,4,13,109,모든스킬레벨증가,4,4,0,5,5,1,true,item_option_open.dat,53,0x27958,simpleGameText.dat item_group_id + capa.dat option_id,high_direct_local_join
