option_id,option_name,short_text,tags,selectable,raw_selectable,assignment_basis,equipment_groups,tier,raw_tier_index,option_level_raw,option_level_group_index,option_level_group_number,group_index_offset_from_raw_tier,enabled,roll_index,value_0,value_1,value_2
63,힘상승,힘 +[0],스탯,True,True,InstandardEquip.OptionsByItemType,"장갑,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,피리,슬링,마술봉,채찍,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,연금석,격투무기,사슬닻,대포",5,5,30500,5,6,0,True,3,905,0,0
63,힘상승,힘 +[0],스탯,True,True,InstandardEquip.OptionsByItemType,"장갑,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,피리,슬링,마술봉,채찍,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,연금석,격투무기,사슬닻,대포",5,5,30500,5,6,0,True,4,920,0,0
63,힘상승,힘 +[0],스탯,True,True,InstandardEquip.OptionsByItemType,"장갑,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,피리,슬링,마술봉,채찍,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,연금석,격투무기,사슬닻,대포",5,5,30500,5,6,0,True,5,935,0,0
63,힘상승,힘 +[0],스탯,True,True,InstandardEquip.OptionsByItemType,"장갑,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,피리,슬링,마술봉,채찍,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,연금석,격투무기,사슬닻,대포",5,5,30500,5,6,0,True,6,950,0,0
63,힘상승,힘 +[0],스탯,True,True,InstandardEquip.OptionsByItemType,"장갑,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,피리,슬링,마술봉,채찍,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,연금석,격투무기,사슬닻,대포",5,5,30500,5,6,0,True,7,965,0,0
63,힘상승,힘 +[0],스탯,True,True,InstandardEquip.OptionsByItemType,"장갑,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,피리,슬링,마술봉,채찍,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,연금석,격투무기,사슬닻,대포",5,5,30500,5,6,0,True,8,980,0,0
63,힘상승,힘 +[0],스탯,True,True,InstandardEquip.OptionsByItemType,"장갑,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,피리,슬링,마술봉,채찍,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,연금석,격투무기,사슬닻,대포",5,5,30500,5,6,0,True,9,995,0,0
63,힘상승,힘 +[0],스탯,True,True,InstandardEquip.OptionsByItemType,"장갑,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,피리,슬링,마술봉,채찍,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,연금석,격투무기,사슬닻,대포",6,6,32500,6,7,0,True,0,1015,0,0
63,힘상승,힘 +[0],스탯,True,True,InstandardEquip.OptionsByItemType,"장갑,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,피리,슬링,마술봉,채찍,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,연금석,격투무기,사슬닻,대포",6,6,32500,6,7,0,True,1,1038,0,0
63,힘상승,힘 +[0],스탯,True,True,InstandardEquip.OptionsByItemType,"장갑,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,피리,슬링,마술봉,채찍,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,연금석,격투무기,사슬닻,대포",6,6,32500,6,7,0,True,2,1061,0,0
63,힘상승,힘 +[0],스탯,True,True,InstandardEquip.OptionsByItemType,"장갑,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,피리,슬링,마술봉,채찍,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,연금석,격투무기,사슬닻,대포",6,6,32500,6,7,0,True,3,1084,0,0
63,힘상승,힘 +[0],스탯,True,True,InstandardEquip.OptionsByItemType,"장갑,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,피리,슬링,마술봉,채찍,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,연금석,격투무기,사슬닻,대포",6,6,32500,6,7,0,True,4,1107,0,0
63,힘상승,힘 +[0],스탯,True,True,InstandardEquip.OptionsByItemType,"장갑,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,피리,슬링,마술봉,채찍,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,연금석,격투무기,사슬닻,대포",6,6,32500,6,7,0,True,5,1130,0,0
63,힘상승,힘 +[0],스탯,True,True,InstandardEquip.OptionsByItemType,"장갑,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,피리,슬링,마술봉,채찍,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,연금석,격투무기,사슬닻,대포",6,6,32500,6,7,0,True,6,1153,0,0
63,힘상승,힘 +[0],스탯,True,True,InstandardEquip.OptionsByItemType,"장갑,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,피리,슬링,마술봉,채찍,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,연금석,격투무기,사슬닻,대포",6,6,32500,6,7,0,True,7,1176,0,0
63,힘상승,힘 +[0],스탯,True,True,InstandardEquip.OptionsByItemType,"장갑,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,피리,슬링,마술봉,채찍,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,연금석,격투무기,사슬닻,대포",6,6,32500,6,7,0,True,8,1199,0,0
63,힘상승,힘 +[0],스탯,True,True,InstandardEquip.OptionsByItemType,"장갑,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,피리,슬링,마술봉,채찍,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,연금석,격투무기,사슬닻,대포",6,6,32500,6,7,0,True,9,1222,0,0
63,힘상승,힘 +[0],스탯,True,True,InstandardEquip.OptionsByItemType,"장갑,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,피리,슬링,마술봉,채찍,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,연금석,격투무기,사슬닻,대포",7,7,36000,7,8,0,True,0,1312,0,0
63,힘상승,힘 +[0],스탯,True,True,InstandardEquip.OptionsByItemType,"장갑,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,피리,슬링,마술봉,채찍,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,연금석,격투무기,사슬닻,대포",7,7,36000,7,8,0,True,1,1335,0,0
63,힘상승,힘 +[0],스탯,True,True,InstandardEquip.OptionsByItemType,"장갑,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,피리,슬링,마술봉,채찍,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,연금석,격투무기,사슬닻,대포",7,7,36000,7,8,0,True,2,1358,0,0
63,힘상승,힘 +[0],스탯,True,True,InstandardEquip.OptionsByItemType,"장갑,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,피리,슬링,마술봉,채찍,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,연금석,격투무기,사슬닻,대포",7,7,36000,7,8,0,True,3,1381,0,0
63,힘상승,힘 +[0],스탯,True,True,InstandardEquip.OptionsByItemType,"장갑,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,피리,슬링,마술봉,채찍,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,연금석,격투무기,사슬닻,대포",7,7,36000,7,8,0,True,4,1404,0,0
63,힘상승,힘 +[0],스탯,True,True,InstandardEquip.OptionsByItemType,"장갑,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,피리,슬링,마술봉,채찍,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,연금석,격투무기,사슬닻,대포",7,7,36000,7,8,0,True,5,1427,0,0
63,힘상승,힘 +[0],스탯,True,True,InstandardEquip.OptionsByItemType,"장갑,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,피리,슬링,마술봉,채찍,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,연금석,격투무기,사슬닻,대포",7,7,36000,7,8,0,True,6,1450,0,0
63,힘상승,힘 +[0],스탯,True,True,InstandardEquip.OptionsByItemType,"장갑,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,피리,슬링,마술봉,채찍,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,연금석,격투무기,사슬닻,대포",7,7,36000,7,8,0,True,7,1473,0,0
63,힘상승,힘 +[0],스탯,True,True,InstandardEquip.OptionsByItemType,"장갑,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,피리,슬링,마술봉,채찍,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,연금석,격투무기,사슬닻,대포",7,7,36000,7,8,0,True,8,1496,0,0
63,힘상승,힘 +[0],스탯,True,True,InstandardEquip.OptionsByItemType,"장갑,한 손 검,양손 검,마법 지팡이,이빨,메이스,날개,단도,활,창,피리,슬링,마술봉,채찍,낫,손톱무기,책,빗자루,쌍검,암영 구체,쌍권총,연금석,격투무기,사슬닻,대포",7,7,36000,7,8,0,True,9,1519,0,0
