source_file,block_index,section_type,section_group,file_offset_hex,open_slot_candidate,convertible_option_id,value_low16,value_high16,float_a,float_b,row_group,after_list_option_ids,evidence_level
item_option_open.dat,0,7,0,0x3c8,9,461,5,0,2.0,3.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x3e0,10,796,4,1,4.0,4.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x3f8,11,797,4,1,4.0,4.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x410,12,800,4,1,4.0,4.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x428,13,798,4,1,4.0,4.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x440,14,799,4,1,4.0,4.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x458,15,801,4,1,4.0,4.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x470,16,802,4,1,4.0,4.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x488,17,460,57,0,6.0,5.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x4a0,18,464,3,0,2.0,3.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x4b8,19,70,12,0,10.0,10.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x5f0,1,724,12,0,2.0,3.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x608,2,461,5,0,2.0,3.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x620,3,464,8,0,2.0,3.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x638,4,460,48,0,15.0,13.5,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x650,5,724,13,0,1.0,1.5,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x668,6,460,57,0,8.0,8.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x680,7,724,14,0,0.5,0.75,3,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x698,8,460,68,0,4.0,4.0,3,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x6b0,9,201,48,0,15.0,13.5,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x6c8,10,201,57,0,8.0,8.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x6e0,11,201,68,0,4.0,4.0,3,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x6f8,12,70,12,0,15.0,14.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x710,13,70,13,0,8.0,8.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x728,14,70,14,0,4.0,4.0,3,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x740,15,752,3,0,2.0,3.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x758,16,732,20,0,6.0,5.25,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x770,17,732,30,0,3.5,3.5,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x8d8,1,724,12,0,2.0,3.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x8f0,2,461,12,0,2.0,3.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x908,3,464,12,0,2.0,3.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x920,4,460,48,0,14.0,13.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x938,5,724,13,0,1.0,1.5,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x950,6,461,13,0,1.0,1.5,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x968,7,464,13,0,1.0,1.5,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x980,8,460,57,0,8.0,7.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x998,9,724,14,0,0.5,0.75,3,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x9b0,10,461,14,0,0.5,0.75,3,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x9c8,11,464,14,0,0.5,0.75,3,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x9e0,12,460,68,0,4.0,4.0,3,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0x9f8,13,201,48,0,14.0,13.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0xa10,14,201,57,0,8.0,7.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0xa28,15,201,68,0,4.0,4.0,3,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0xa40,16,70,12,0,15.0,14.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0xa58,17,70,13,0,8.0,7.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0xa70,18,70,14,0,4.0,4.0,3,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0xa88,19,752,3,0,2.0,3.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0xaa0,20,732,20,0,5.5,5.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,0,7,0,0xab8,21,732,30,0,3.0,3.25,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xc28,1,63,180,0,7.0,7.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xc40,2,67,180,0,7.0,7.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xc58,3,66,180,0,7.0,7.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xc70,4,64,180,0,7.0,7.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xc88,5,65,180,0,7.0,7.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xca0,6,68,180,0,7.0,7.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xcb8,7,69,180,0,7.0,7.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xcd0,8,327,90,0,2.0,2.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xce8,9,736,180,0,7.0,7.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xd00,10,63,216,0,5.0,5.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xd18,11,67,216,0,5.0,5.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xd30,12,66,216,0,5.0,5.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xd48,13,64,216,0,5.0,5.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xd60,14,65,216,0,5.0,5.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xd78,15,68,216,0,5.0,5.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xd90,16,69,216,0,5.0,5.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xda8,17,327,108,0,1.0,1.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xdc0,18,736,216,0,6.0,6.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xf10,1,796,4,1,4.0,4.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xf28,2,797,4,1,4.0,4.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xf40,3,800,4,1,4.0,4.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xf58,4,798,4,1,4.0,4.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xf70,5,799,4,1,4.0,4.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xf88,6,801,4,1,4.0,4.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xfa0,7,802,4,1,4.0,4.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xfb8,8,460,60,0,7.0,6.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xfd0,9,461,13,0,2.0,3.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0xfe8,10,464,10,0,2.0,3.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x1000,11,70,13,0,6.0,6.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x1018,12,796,3,1,2.0,2.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x1030,13,797,3,1,2.0,2.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x1048,14,800,3,1,2.0,2.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x1060,15,798,3,1,2.0,2.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x1078,16,799,3,1,2.0,2.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x1090,17,801,3,1,2.0,2.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x10a8,18,802,3,1,2.0,2.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x10c0,19,460,72,0,4.0,4.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x10d8,20,623,6,0,2.0,3.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x10f0,21,201,25,0,7.0,6.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x1108,22,201,30,0,4.0,4.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x1120,23,74,12,0,6.0,6.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x1138,24,72,5,0,6.0,5.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x1150,25,921,0,0,3.0,3.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x1168,26,109,2,0,6.0,6.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x1180,27,109,3,0,3.0,3.0,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x11f8,1,724,12,0,2.0,3.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x1210,2,461,12,0,2.0,3.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x1228,3,464,10,0,2.0,3.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x1240,4,460,55,0,15.0,14.25,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x1258,5,724,13,0,1.0,1.5,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x1270,6,460,66,0,8.0,7.25,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x1288,7,724,14,0,0.5,0.75,3,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x12a0,8,460,80,0,4.5,4.5,3,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x12b8,9,201,25,0,15.0,14.25,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x12d0,10,201,30,0,8.0,7.25,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x12e8,11,201,35,0,4.5,4.5,3,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x1300,12,752,5,0,2.0,3.0,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x1318,13,74,12,0,14.5,14.25,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x1330,14,74,14,0,8.0,7.25,2,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
item_option_open.dat,1,8,0,0x1348,15,109,3,0,8.0,7.25,1,"18,20,21,22,23,24,25,26,28,30,32,33,54,55,56,57,58,61,63,68,70,80,82",confirmed_table_row_unresolved_axis
