option_id,raw_tier_index,option_level_raw,enabled,roll_index,value_0,value_1,value_2
65,4,28050,True,9,840,0,0
65,5,30500,True,0,860,0,0
65,5,30500,True,1,875,0,0
65,5,30500,True,2,890,0,0
65,5,30500,True,3,905,0,0
65,5,30500,True,4,920,0,0
65,5,30500,True,5,935,0,0
65,5,30500,True,6,950,0,0
65,5,30500,True,7,965,0,0
65,5,30500,True,8,980,0,0
65,5,30500,True,9,995,0,0
65,6,32500,True,0,1015,0,0
65,6,32500,True,1,1038,0,0
65,6,32500,True,2,1061,0,0
65,6,32500,True,3,1084,0,0
65,6,32500,True,4,1107,0,0
65,6,32500,True,5,1130,0,0
65,6,32500,True,6,1153,0,0
65,6,32500,True,7,1176,0,0
65,6,32500,True,8,1199,0,0
65,6,32500,True,9,1222,0,0
65,7,36000,True,0,1312,0,0
65,7,36000,True,1,1335,0,0
65,7,36000,True,2,1358,0,0
65,7,36000,True,3,1381,0,0
65,7,36000,True,4,1404,0,0
65,7,36000,True,5,1427,0,0
65,7,36000,True,6,1450,0,0
65,7,36000,True,7,1473,0,0
65,7,36000,True,8,1496,0,0
65,7,36000,True,9,1519,0,0
65,8,40000,True,0,1609,0,0
65,8,40000,True,1,1632,0,0
65,8,40000,True,2,1655,0,0
65,8,40000,True,3,1678,0,0
65,8,40000,True,4,1701,0,0
65,8,40000,True,5,1724,0,0
65,8,40000,True,6,1747,0,0
65,8,40000,True,7,1770,0,0
65,8,40000,True,8,1793,0,0
65,8,40000,True,9,1816,0,0
65,9,40990,True,0,2000,0,0
65,9,40990,True,1,2050,0,0
65,9,40990,True,2,2100,0,0
65,9,40990,True,3,2150,0,0
65,9,40990,True,4,2200,0,0
65,9,40990,True,5,2250,0,0
65,9,40990,True,6,2300,0,0
65,9,40990,True,7,2350,0,0
65,9,40990,True,8,2400,0,0
65,9,40990,True,9,2450,0,0
68,0,1000,True,0,210,0,0
68,0,1000,True,1,220,0,0
68,0,1000,True,2,230,0,0
68,0,1000,True,3,240,0,0
68,0,1000,True,4,250,0,0
68,0,1000,True,5,260,0,0
68,0,1000,True,6,270,0,0
68,0,1000,True,7,280,0,0
68,0,1000,True,8,290,0,0
68,0,1000,True,9,300,0,0
68,1,5090,True,0,310,0,0
68,1,5090,True,1,320,0,0
68,1,5090,True,2,330,0,0
68,1,5090,True,3,340,0,0
68,1,5090,True,4,350,0,0
68,1,5090,True,5,360,0,0
68,1,5090,True,6,370,0,0
68,1,5090,True,7,380,0,0
68,1,5090,True,8,390,0,0
68,1,5090,True,9,400,0,0
68,2,17310,True,0,410,0,0
68,2,17310,True,1,420,0,0
68,2,17310,True,2,430,0,0
68,2,17310,True,3,440,0,0
68,2,17310,True,4,450,0,0
68,2,17310,True,5,460,0,0
68,2,17310,True,6,470,0,0
68,2,17310,True,7,480,0,0
68,2,17310,True,8,490,0,0
68,2,17310,True,9,500,0,0
68,3,27500,True,0,550,0,0
68,3,27500,True,1,565,0,0
68,3,27500,True,2,580,0,0
68,3,27500,True,3,595,0,0
68,3,27500,True,4,610,0,0
68,3,27500,True,5,625,0,0
68,3,27500,True,6,640,0,0
68,3,27500,True,7,655,0,0
68,3,27500,True,8,670,0,0
68,3,27500,True,9,685,0,0
68,4,28050,True,0,705,0,0
68,4,28050,True,1,720,0,0
68,4,28050,True,2,735,0,0
68,4,28050,True,3,750,0,0
68,4,28050,True,4,765,0,0
68,4,28050,True,5,780,0,0
68,4,28050,True,6,795,0,0
68,4,28050,True,7,810,0,0
68,4,28050,True,8,825,0,0
68,4,28050,True,9,840,0,0
68,5,30500,True,0,860,0,0
68,5,30500,True,1,875,0,0
68,5,30500,True,2,890,0,0
68,5,30500,True,3,905,0,0
68,5,30500,True,4,920,0,0
68,5,30500,True,5,935,0,0
68,5,30500,True,6,950,0,0
68,5,30500,True,7,965,0,0
68,5,30500,True,8,980,0,0
68,5,30500,True,9,995,0,0
68,6,32500,True,0,1015,0,0
68,6,32500,True,1,1038,0,0
68,6,32500,True,2,1061,0,0
68,6,32500,True,3,1084,0,0
68,6,32500,True,4,1107,0,0
68,6,32500,True,5,1130,0,0
68,6,32500,True,6,1153,0,0
68,6,32500,True,7,1176,0,0
68,6,32500,True,8,1199,0,0
68,6,32500,True,9,1222,0,0
68,7,36000,True,0,1312,0,0
68,7,36000,True,1,1335,0,0
68,7,36000,True,2,1358,0,0
68,7,36000,True,3,1381,0,0
68,7,36000,True,4,1404,0,0
68,7,36000,True,5,1427,0,0
68,7,36000,True,6,1450,0,0
68,7,36000,True,7,1473,0,0
68,7,36000,True,8,1496,0,0
68,7,36000,True,9,1519,0,0
68,8,40000,True,0,1609,0,0
68,8,40000,True,1,1632,0,0
68,8,40000,True,2,1655,0,0
68,8,40000,True,3,1678,0,0
68,8,40000,True,4,1701,0,0
68,8,40000,True,5,1724,0,0
68,8,40000,True,6,1747,0,0
68,8,40000,True,7,1770,0,0
68,8,40000,True,8,1793,0,0
68,8,40000,True,9,1816,0,0
68,9,40990,True,0,2000,0,0
68,9,40990,True,1,2050,0,0
68,9,40990,True,2,2100,0,0
68,9,40990,True,3,2150,0,0
68,9,40990,True,4,2200,0,0
68,9,40990,True,5,2250,0,0
68,9,40990,True,6,2300,0,0
68,9,40990,True,7,2350,0,0
68,9,40990,True,8,2400,0,0
68,9,40990,True,9,2450,0,0
69,0,1000,True,0,210,0,0
69,0,1000,True,1,220,0,0
69,0,1000,True,2,230,0,0
69,0,1000,True,3,240,0,0
69,0,1000,True,4,250,0,0
69,0,1000,True,5,260,0,0
69,0,1000,True,6,270,0,0
69,0,1000,True,7,280,0,0
69,0,1000,True,8,290,0,0
69,0,1000,True,9,300,0,0
69,1,5090,True,0,310,0,0
69,1,5090,True,1,320,0,0
69,1,5090,True,2,330,0,0
69,1,5090,True,3,340,0,0
69,1,5090,True,4,350,0,0
69,1,5090,True,5,360,0,0
69,1,5090,True,6,370,0,0
69,1,5090,True,7,380,0,0
69,1,5090,True,8,390,0,0
69,1,5090,True,9,400,0,0
69,2,17310,True,0,410,0,0
69,2,17310,True,1,420,0,0
69,2,17310,True,2,430,0,0
69,2,17310,True,3,440,0,0
69,2,17310,True,4,450,0,0
69,2,17310,True,5,460,0,0
69,2,17310,True,6,470,0,0
69,2,17310,True,7,480,0,0
69,2,17310,True,8,490,0,0
69,2,17310,True,9,500,0,0
69,3,27500,True,0,550,0,0
69,3,27500,True,1,565,0,0
69,3,27500,True,2,580,0,0
69,3,27500,True,3,595,0,0
69,3,27500,True,4,610,0,0
69,3,27500,True,5,625,0,0
69,3,27500,True,6,640,0,0
69,3,27500,True,7,655,0,0
69,3,27500,True,8,670,0,0
69,3,27500,True,9,685,0,0
69,4,28050,True,0,705,0,0
69,4,28050,True,1,720,0,0
69,4,28050,True,2,735,0,0
69,4,28050,True,3,750,0,0
69,4,28050,True,4,765,0,0
69,4,28050,True,5,780,0,0
69,4,28050,True,6,795,0,0
69,4,28050,True,7,810,0,0
69,4,28050,True,8,825,0,0
69,4,28050,True,9,840,0,0
69,5,30500,True,0,860,0,0
69,5,30500,True,1,875,0,0
69,5,30500,True,2,890,0,0
69,5,30500,True,3,905,0,0
69,5,30500,True,4,920,0,0
69,5,30500,True,5,935,0,0
69,5,30500,True,6,950,0,0
69,5,30500,True,7,965,0,0
69,5,30500,True,8,980,0,0
69,5,30500,True,9,995,0,0
69,6,32500,True,0,1015,0,0
69,6,32500,True,1,1038,0,0
69,6,32500,True,2,1061,0,0
69,6,32500,True,3,1084,0,0
69,6,32500,True,4,1107,0,0
69,6,32500,True,5,1130,0,0
69,6,32500,True,6,1153,0,0
69,6,32500,True,7,1176,0,0
69,6,32500,True,8,1199,0,0
69,6,32500,True,9,1222,0,0
69,7,36000,True,0,1312,0,0
69,7,36000,True,1,1335,0,0
69,7,36000,True,2,1358,0,0
69,7,36000,True,3,1381,0,0
69,7,36000,True,4,1404,0,0
69,7,36000,True,5,1427,0,0
69,7,36000,True,6,1450,0,0
69,7,36000,True,7,1473,0,0
69,7,36000,True,8,1496,0,0
69,7,36000,True,9,1519,0,0
69,8,40000,True,0,1609,0,0
69,8,40000,True,1,1632,0,0
69,8,40000,True,2,1655,0,0
69,8,40000,True,3,1678,0,0
69,8,40000,True,4,1701,0,0
69,8,40000,True,5,1724,0,0
69,8,40000,True,6,1747,0,0
69,8,40000,True,7,1770,0,0
69,8,40000,True,8,1793,0,0
69,8,40000,True,9,1816,0,0
69,9,40990,True,0,2000,0,0
69,9,40990,True,1,2050,0,0
69,9,40990,True,2,2100,0,0
69,9,40990,True,3,2150,0,0
69,9,40990,True,4,2200,0,0
69,9,40990,True,5,2250,0,0
69,9,40990,True,6,2300,0,0
69,9,40990,True,7,2350,0,0
69,9,40990,True,8,2400,0,0
69,9,40990,True,9,2450,0,0
352,0,1000,True,0,32,0,0
352,0,1000,True,1,34,0,0
352,0,1000,True,2,36,0,0
352,0,1000,True,3,38,0,0
352,0,1000,True,4,40,0,0
352,0,1000,True,5,42,0,0
352,0,1000,True,6,44,0,0
352,0,1000,True,7,46,0,0
352,0,1000,True,8,48,0,0
352,0,1000,True,9,50,0,0
352,1,5090,True,0,52,0,0
352,1,5090,True,1,54,0,0
352,1,5090,True,2,56,0,0
352,1,5090,True,3,58,0,0
352,1,5090,True,4,60,0,0
352,1,5090,True,5,62,0,0
352,1,5090,True,6,64,0,0
352,1,5090,True,7,66,0,0
352,1,5090,True,8,68,0,0
352,1,5090,True,9,70,0,0
352,2,17310,True,0,72,0,0
352,2,17310,True,1,74,0,0
352,2,17310,True,2,76,0,0
352,2,17310,True,3,78,0,0
352,2,17310,True,4,80,0,0
352,2,17310,True,5,82,0,0
352,2,17310,True,6,84,0,0
352,2,17310,True,7,86,0,0
352,2,17310,True,8,88,0,0
352,2,17310,True,9,90,0,0
352,3,27500,True,0,92,0,0
352,3,27500,True,1,94,0,0
352,3,27500,True,2,96,0,0
352,3,27500,True,3,98,0,0
352,3,27500,True,4,100,0,0
352,3,27500,True,5,102,0,0
352,3,27500,True,6,104,0,0
352,3,27500,True,7,106,0,0
352,3,27500,True,8,108,0,0
352,3,27500,True,9,110,0,0
352,4,28050,True,0,112,0,0
352,4,28050,True,1,114,0,0
352,4,28050,True,2,116,0,0
352,4,28050,True,3,118,0,0
352,4,28050,True,4,120,0,0
352,4,28050,True,5,122,0,0
352,4,28050,True,6,124,0,0
352,4,28050,True,7,126,0,0
352,4,28050,True,8,128,0,0
352,4,28050,True,9,130,0,0
352,5,30500,True,0,132,0,0
352,5,30500,True,1,134,0,0
352,5,30500,True,2,136,0,0
352,5,30500,True,3,138,0,0
352,5,30500,True,4,140,0,0
352,5,30500,True,5,142,0,0
352,5,30500,True,6,144,0,0
352,5,30500,True,7,146,0,0
352,5,30500,True,8,148,0,0
352,5,30500,True,9,150,0,0
352,6,32500,True,0,152,0,0
352,6,32500,True,1,154,0,0
352,6,32500,True,2,156,0,0
352,6,32500,True,3,158,0,0
352,6,32500,True,4,160,0,0
352,6,32500,True,5,162,0,0
352,6,32500,True,6,164,0,0
352,6,32500,True,7,166,0,0
352,6,32500,True,8,168,0,0
352,6,32500,True,9,170,0,0
352,7,36000,True,0,172,0,0
352,7,36000,True,1,174,0,0
352,7,36000,True,2,176,0,0
352,7,36000,True,3,178,0,0
352,7,36000,True,4,180,0,0
352,7,36000,True,5,182,0,0
352,7,36000,True,6,184,0,0
352,7,36000,True,7,186,0,0
352,7,36000,True,8,188,0,0
352,7,36000,True,9,190,0,0
352,8,40000,True,0,192,0,0
352,8,40000,True,1,194,0,0
352,8,40000,True,2,196,0,0
352,8,40000,True,3,198,0,0
352,8,40000,True,4,200,0,0
352,8,40000,True,5,202,0,0
352,8,40000,True,6,204,0,0
352,8,40000,True,7,206,0,0
352,8,40000,True,8,208,0,0
352,8,40000,True,9,210,0,0
352,9,40990,True,0,212,0,0
352,9,40990,True,1,214,0,0
352,9,40990,True,2,216,0,0
352,9,40990,True,3,218,0,0
352,9,40990,True,4,220,0,0
352,9,40990,True,5,222,0,0
352,9,40990,True,6,224,0,0
352,9,40990,True,7,226,0,0
352,9,40990,True,8,228,0,0
352,9,40990,True,9,230,0,0
725,0,1000,True,0,1010,0,0
725,0,1000,True,1,1020,0,0
